SEXES REUNIS
     Table de mortalité : année 1899

  x    Sx   D(x,x+a)   aQx    Ex  P(x,x+a)

  87   10977    2134 0.19439  3.61    9910
  88    8843    1941 0.21947  3.35    7873
  89    6903    1676 0.24276  3.16    6065
  90    5227    1292 0.24711  3.01    4581
  91    3935    1063 0.27014  2.83    3404
  92    2872     790 0.27507  2.70    2477
  93    2082     623 0.29926  2.53    1771
  94    1459     454 0.31093  2.40    1232
  95    1005     346 0.34404  2.25     832
  96     659     220 0.33430  2.17     549
  97     439     162 0.36954  2.02     358
  98     277     115 0.41638  1.90     219
  99     162      48 0.29454  1.91     138
 100     114      58 0.51036  1.49      85
 101      56      27 0.48462  1.53      42
 102      29      14 0.49405  1.49      22
 103      15       8 0.55556  1.46      11
 104       6       3 0.48077  1.67       5
 105       3                  1.75       3
 Total population stationnaire     6891290



               SEXES REUNIS
     Table de mortalité : année 1958

  x    Sx   D(x,x+a)   aQx    Ex  P(x,x+a)

   0  100000    3118 0.03118 70.10   98441
   1   96882     294 0.00304 71.34   96735
   2   96588     115 0.00119 70.55   96530
   3   96472      75 0.00077 69.64   96435
   4   96398      61 0.00063 68.69   96367
   5   96337      47 0.00049 67.73   96313
   6   96289      46 0.00048 66.77   96266
   7   96243      35 0.00037 65.80   96225
   8   96207      33 0.00034 64.82   96191
   9   96174      33 0.00034 63.84   96158
  10   96141      30 0.00031 62.87   96127
  11   96112      30 0.00031 61.89   96097
  12   96082      29 0.00030 60.90   96067
  13   96053      35 0.00037 59.92   96035
  14   96017      42 0.00043 58.94   95996
  15   95976      56 0.00059 57.97   95948
  16   95919      60 0.00063 57.00   95889
  17   95859      68 0.00071 56.04   95825
  18   95791      84 0.00088 55.08   95749
  19   95706      98 0.00103 54.13   95657
  20   95608      96 0.00100 53.18   95560
  21   95513      78 0.00082 52.23   95473
  22   95434      88 0.00092 51.28   95390
  23   95346     116 0.00121 50.32   95288
  24   95230     123 0.00129 49.38   95169
  25   95108     123 0.00129 48.45   95046
  26   94985     127 0.00134 47.51   94921
  27   94858     128 0.00135 46.57   94794
  28   94730     136 0.00144 45.64   94662
  29   94594     136 0.00143 44.70   94526
  30   94458     147 0.00156 43.76   94384
  31   94311     150 0.00159 42.83   94236
  32   94161     156 0.00166 41.90   94083
  33   94005     167 0.00178 40.97   93922
  34   93838     167 0.00178 40.04   93755
  35   93671     184 0.00197 39.11   93579
  36   93487     203 0.00217 38.19   93386
  37   93284     202 0.00217 37.27   93183
  38   93082     235 0.00253 36.35   92965
  39   92847     232 0.00249 35.44   92731
  40   92615     274 0.00296 34.53   92478
  41   92341     268 0.00290 33.63   92207
  42   92073     309 0.00336 32.72   91919
  43   91764     319 0.00348 31.83   91605
  44   91445     353 0.00386 30.94   91269
  45   91092     380 0.00417 30.06   90902
  46   90712     422 0.00465 29.18   90501
  47   90290     447 0.00495 28.32   90066
  48   89843     510 0.00568 27.46   89588
  49   89333     556 0.00623 26.61   89055
  50   88776     627 0.00706 25.77   88463
  51   88150     647 0.00734 24.95   87826
  52   87503     705 0.00806 24.13   87150
  53   86798     764 0.00880 23.33   86416
  54   86034     835 0.00971 22.53   85616
  55   85199     888 0.01043 21.74   84754
  56   84310     981 0.01164 20.97   83820
  57   83329    1021 0.01226 20.21   82818
  58   82308    1085 0.01318 19.45   81765
  59   81223    1173 0.01445 18.71   80636
  60   80049    1249 0.01560 17.97   79425
  61   78801    1293 0.01641 17.25   78154
  62   77508    1348 0.01739 16.53   76834
  63   76160    1444 0.01896 15.81   75438
  64   74716    1557 0.02084 15.11   73937
  65   73159    1660 0.02269 14.42   72329
  66   71499    1764 0.02467 13.74   70617
  67   69735    1860 0.02667 13.08   68805
  68   67875    2012 0.02964 12.42   66869
  69   65863    2143 0.03254 11.79   64792
  70   63720    2279 0.03576 11.17   62581
  71   61442    2435 0.03963 10.56   60224
  72   59006    2563 0.04344  9.98   57725
  73   56443    2684 0.04755  9.41   55102
  74   53760    2933 0.05456  8.85   52293
  75   50826    3015 0.05932  8.33   49319
  76   47812    3174 0.06638  7.83   46225
  77   44638    3211 0.07194  7.35   43032
  78   41427    3359 0.08107  6.88   39747
  79   38068    3468 0.09110  6.44   36334
  80   34600    3474 0.10042  6.04   32863
  81   31126    3356 0.10783  5.66   29447
  82   27769    3343 0.12037  5.28   26098
  83   24427    3249 0.13299  4.94   22802
  84   21178    3101 0.14643  4.62   19628
  85   18077    2867 0.15862  4.32   16643
  86   15210    2669 0.17546  4.04   13875
  87   12541    2331 0.18586  3.80   11375
  88   10210    2051 0.20092  3.55    9184
  89    8159    1867 0.22887  3.32    7225
  90    6291    1494 0.23752  3.15    5544
  91    4797    1217 0.25368  2.98    4189
  92    3580     959 0.26799  2.82    3100
  93    2621     765 0.29210  2.67    2238
  94    1855     565 0.30480  2.56    1572
  95    1290     398 0.30828  2.47    1091
  96     892     304 0.34107  2.34     740
  97     588     208 0.35454  2.30     484
  98     379     119 0.31366  2.28     320
  99     260      73 0.27844  2.10     224
 100     188      77 0.40934  1.71     149
 101     111      51 0.46082  1.56      85
 102      60      29 0.49020  1.46      45
 103      31      16 0.50962  1.38      23
 104      15       7 0.50000  1.30      11
 105       7                  1.10       5
 Total population stationnaire     7009707



               SEXES REUNIS
     Table de mortalité : année 1959

  x    Sx   D(x,x+a)   aQx    Ex  P(x,x+a)

   0  100000    2909 0.02909 70.17   98546
   1   97091     278 0.00286 71.26   96952
   2   96813     115 0.00119 70.46   96756
   3   96699      78 0.00080 69.55   96660
   4   96621      67 0.00069 68.60   96587
   5   96554      56 0.00058 67.65   96526
   6   96498      48 0.00049 66.69   96474
   7   96450      40 0.00042 65.72   96430
   8   96410      40 0.00042 64.75   96390
   9   96370      35 0.00036 63.77   96353
  10   96335      34 0.00035 62.80   96318
  11   96301      34 0.00035 61.82   96285
  12   96268      35 0.00036 60.84   96251
  13   96233      37 0.00038 59.86   96215
  14   96196      49 0.00050 58.89   96172
  15   96148      53 0.00055 57.91   96121
  16   96095      61 0.00064 56.95   96064
  17   96033      77 0.00080 55.98   95995
  18   95957      92 0.00096 55.03   95911
  19   95864      99 0.00104 54.08   95815
  20   95765      97 0.00101 53.13   95717
  21   95668      85 0.00089 52.19   95626
  22   95584      97 0.00101 51.23   95535
  23   95487     114 0.00120 50.29   95430
  24   95373     116 0.00121 49.34   95315
  25   95257     117 0.00123 48.40   95199
  26   95140     127 0.00133 47.46   95077
  27   95014     127 0.00134 46.53   94950
  28   94886     129 0.00136 45.59   94822
  29   94757     132 0.00139 44.65   94691
  30   94625     152 0.00161 43.71   94549
  31   94473     152 0.00161 42.78   94397
  32   94321     155 0.00165 41.85   94243
  33   94165     162 0.00172 40.92   94084
  34   94003     169 0.00180 39.99   93919
  35   93834     187 0.00200 39.06   93741
  36   93647     194 0.00208 38.13   93550
  37   93453     217 0.00232 37.21   93344
  38   93236     224 0.00240 36.30   93124
  39   93012     246 0.00265 35.38   92889
  40   92766     268 0.00288 34.48   92632
  41   92498     281 0.00304 33.58   92357
  42   92217     313 0.00340 32.68   92060
  43   91903     337 0.00367 31.79   91735
  44   91566     349 0.00381 30.90   91391
  45   91217     387 0.00424 30.02   91024
  46   90830     437 0.00481 29.14   90612
  47   90393     463 0.00512 28.28   90162
  48   89930     513 0.00571 27.42   89673
  49   89417     549 0.00614 26.58   89142
  50   88868     615 0.00692 25.74   88561
  51   88253     669 0.00758 24.92   87919
  52   87584     712 0.00813 24.10   87228
  53   86872     769 0.00885 23.30   86488
  54   86104     839 0.00974 22.50   85684
  55   85265     888 0.01042 21.72   84821
  56   84376     984 0.01166 20.94   83884
  57   83392    1046 0.01254 20.18   82869
  58   82347    1120 0.01360 19.43   81787
  59   81227    1172 0.01443 18.69   80641
  60   80055    1255 0.01567 17.96   79428
  61   78800    1336 0.01696 17.24   78132
  62   77464    1418 0.01830 16.52   76755
  63   76046    1494 0.01965 15.82   75299
  64   74552    1551 0.02081 15.13   73777
  65   73001    1669 0.02286 14.44   72166
  66   71332    1774 0.02487 13.77   70445
  67   69558    1867 0.02685 13.11   68624
  68   67691    1980 0.02925 12.45   66701
  69   65711    2100 0.03196 11.81   64661
  70   63611    2261 0.03555 11.19   62480
  71   61349    2444 0.03984 10.58   60127
  72   58905    2589 0.04395 10.00   57611
  73   56316    2730 0.04847  9.44   54951
  74   53586    2879 0.05374  8.89   52146
  75   50707    3013 0.05942  8.37   49200
  76   47694    3168 0.06643  7.86   46110
  77   44526    3237 0.07269  7.39   42907
  78   41289    3280 0.07944  6.93   39649
  79   38009    3427 0.09017  6.48   36295
  80   34582    3460 0.10006  6.08   32851
  81   31121    3409 0.10953  5.70   29417
  82   27713    3328 0.12009  5.34   26049
  83   24384    3225 0.13224  5.00   22772
  84   21160    2997 0.14163  4.68   19662
  85   18163    2828 0.15568  4.37   16749
  86   15336    2640 0.17212  4.08   14016
  87   12696    2374 0.18695  3.83   11509
  88   10322    2057 0.19925  3.59    9294
  89    8266    1767 0.21379  3.36    7382
  90    6499    1510 0.23233  3.14    5744
  91    4989    1240 0.24848  2.94    4369
  92    3749    1015 0.27067  2.75    3242
  93    2734     781 0.28550  2.58    2344
  94    1954     621 0.31801  2.42    1643
  95    1332     455 0.34152  2.31    1105
  96     877     306 0.34918  2.25     724
  97     571     194 0.33982  2.19     474
  98     377     137 0.36303  2.06     309
  99     240      64 0.26602  1.94     208
 100     176      88 0.49687  1.47     132
 101      89      40 0.45342  1.42      69
 102      48      28 0.57075  1.18      35
 103      21      13 0.63171  1.09      14
 104       8       4 0.50000  1.11       6
 105       4                  0.72       2
 Total population stationnaire     7017273



               SEXES REUNIS
     Table de mortalité : année 1960

  x    Sx   D(x,x+a)   aQx    Ex  P(x,x+a)

   0  100000    2714 0.02714 70.35   98643
   1   97286     228 0.00234 71.30   97172
   2   97059     108 0.00111 70.46   97005
   3   96951      69 0.00071 69.54   96916
   4   96882      55 0.00057 68.59   96855
   5   96827      49 0.00050 67.63   96803
   6   96778      37 0.00039 66.66   96760
   7   96741      38 0.00040 65.69   96722
   8   96703      35 0.00036 64.72   96685
   9   96668      32 0.00033 63.74   96652
  10   96636      28 0.00029 62.76   96622
  11   96608      32 0.00033 61.78   96592
  12   96575      33 0.00034 60.80   96559
  13   96542      32 0.00033 59.82   96526
  14   96510      39 0.00041 58.84   96491
  15   96471      50 0.00052 57.86   96446
  16   96421      54 0.00056 56.89   96394
  17   96368      72 0.00075 55.92   96332
  18   96296      77 0.00080 54.96   96257
  19   96218     101 0.00105 54.01   96168
  20   96118      82 0.00085 53.06   96077
  21   96036      74 0.00077 52.11   95999
  22   95962      98 0.00103 51.15   95913
  23   95863     108 0.00112 50.20   95810
  24   95756     111 0.00116 49.26   95700
  25   95645     117 0.00122 48.31   95586
  26   95528     109 0.00114 47.37   95473
  27   95418     118 0.00124 46.43   95359
  28   95300     123 0.00129 45.48   95239
  29   95178     134 0.00141 44.54   95110
  30   95043     140 0.00147 43.60   94973
  31   94903     141 0.00149 42.67   94833
  32   94762     157 0.00166 41.73   94683
  33   94604     165 0.00175 40.80   94522
  34   94439     171 0.00181 39.87   94354
  35   94268     183 0.00194 38.94   94177
  36   94086     197 0.00209 38.01   93987
  37   93889     208 0.00221 37.09   93785
  38   93681     226 0.00241 36.17   93568
  39   93456     241 0.00258 35.26   93335
  40   93214     276 0.00296 34.35   93076
  41   92939     273 0.00294 33.45   92802
  42   92666     298 0.00321 32.55   92517
  43   92368     308 0.00333 31.65   92214
  44   92060     359 0.00389 30.76   91881
  45   91702     379 0.00413 29.87   91512
  46   91323     429 0.00470 29.00   91108
  47   90894     456 0.00502 28.13   90666
  48   90438     529 0.00585 27.27   90173
  49   89908     562 0.00625 26.43   89627
  50   89346     624 0.00698 25.59   89034
  51   88722     683 0.00770 24.77   88381
  52   88039     726 0.00825 23.95   87676
  53   87313     812 0.00930 23.15   86907
  54   86501     840 0.00971 22.36   86081
  55   85661     893 0.01042 21.58   85214
  56   84768     963 0.01136 20.80   84286
  57   83805    1063 0.01268 20.03   83274
  58   82742    1122 0.01356 19.28   82181
  59   81620    1223 0.01498 18.54   81009
  60   80397    1299 0.01615 17.82   79748
  61   79099    1382 0.01747 17.10   78408
  62   77717    1463 0.01883 16.39   76985
  63   76254    1507 0.01977 15.70   75500
  64   74746    1588 0.02125 15.01   73952
  65   73158    1656 0.02264 14.32   72330
  66   71502    1809 0.02531 13.64   70597
  67   69692    1945 0.02791 12.98   68720
  68   67747    2032 0.03000 12.34   66731
  69   65715    2163 0.03291 11.71   64633
  70   63552    2291 0.03605 11.09   62407
  71   61261    2441 0.03984 10.48   60041
  72   58820    2608 0.04433  9.90   57516
  73   56213    2748 0.04889  9.33   54838
  74   53464    2908 0.05440  8.79   52010
  75   50556    3033 0.06000  8.27   49039
  76   47523    3162 0.06653  7.76   45942
  77   44361    3261 0.07350  7.28   42731
  78   41100    3382 0.08229  6.82   39409
  79   37718    3387 0.08981  6.38   36024
  80   34331    3421 0.09965  5.96   32620
  81   30910    3474 0.11240  5.57   29172
  82   27435    3353 0.12222  5.21   25759
  83   24082    3215 0.13351  4.87   22475
  84   20867    3062 0.14675  4.54   19336
  85   17805    2874 0.16142  4.23   16368
  86   14931    2636 0.17652  3.95   13613
  87   12295    2387 0.19415  3.69   11102
  88    9908    2105 0.21248  3.46    8855
  89    7803    1718 0.22012  3.26    6944
  90    6085    1479 0.24311  3.04    5346
  91    4606    1211 0.26290  2.86    4000
  92    3395     955 0.28134  2.70    2917
  93    2440     718 0.29413  2.56    2081
  94    1722     532 0.30908  2.41    1456
  95    1190     399 0.33561  2.27     990
  96     791     282 0.35623  2.16     650
  97     509     195 0.38271  2.09     412
  98     314      99 0.31629  2.07     264
  99     215      77 0.35681  1.80     176
 100     138      66 0.48073  1.51     105
 101      72      33 0.46479  1.45      55
 102      38      21 0.54853  1.28      28
 103      17      11 0.62500  1.22      12
 104       7       3 0.39506  1.43       5
 105       4                  1.04       3
 Total population stationnaire     7035007



               SEXES REUNIS
     Table de mortalité : année 1961

  x    Sx   D(x,x+a)   aQx    Ex  P(x,x+a)

   0  100000    2539 0.02539 70.98   98730
   1   97461     220 0.00226 71.82   97351
   2   97240      97 0.00100 70.98   97192
